trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",20,13,9.231322530205807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.9801}",20,0,-28.591421580240475,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9702989999999999}",20,0,-87.59647888509672,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",25,0,-115.34673876762058,"{0: 14, 1: 0, 2: 9, 3: 2, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",35,18,-65.50800590150378,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
6,False,"{'a': 0.5, 'e': 0.9414801494009999}",20,0,-28.36364687512487,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-96.15546963445519,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.92274469442792}",30,0,-36.88807694654893,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836407}",25,0,-199.60545759722237,"{0: 14, 1: 4, 2: 2, 3: 1, 4: 4}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088043}",25,0,-116.60446492015477,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587163}",20,1,-118.88741636766063,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
12,False,"{'a': 0.5, 'e': 0.8863848717161291}",20,1,-69.59314594893095,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",30,0,-128.0783942702412,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689781}",25,0,-197.32804096626896,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
15,False,"{'a': 0.5, 'e': 0.8600583546412883}",30,0,-173.80787204560605,"{0: 22, 1: 2, 2: 1, 3: 1, 4: 4}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948754}",20,0,-134.99421390234681,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839266}",30,1,-102.84660261269109,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 2}",1
18,False,"{'a': 0.5, 'e': 0.8345137614500874}",25,0,-61.37137094929204,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355865}",25,0,-115.3701086548717,"{0: 13, 1: 7, 2: 2, 3: 2, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972307}",25,0,-158.5891651638147,"{0: 12, 1: 5, 2: 3, 3: 4, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212583}",30,0,-153.2575398960928,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390458}",20,0,-165.0273492519497,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436553}",25,0,-169.30069014615253,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",30,0,-50.800970837222536,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.7778213593991465}",30,0,-147.44763069476693,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,0,-60.81002099664476,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",25,0,-171.2918809502149,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",30,14,-21.51790987691397,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",20,0,-54.08341120934492,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",25,7,-54.79480489048995,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.7323033696543974}",20,0,-69.28758762269827,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",20,6,-83.94479150134134,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
33,False,"{'a': 0.5, 'e': 0.7177305325982748}",30,7,-16.667383874931375,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",30,0,-154.03847510251995,"{0: 18, 1: 2, 2: 5, 3: 4, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",20,13,2.4289228820869795,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",25,5,-15.025211990437402,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",25,11,-12.824070791724171,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.682554595010387}",30,0,-39.89371771754584,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,10,-7.7148176934982065,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",20,0,-36.7183677954359,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,14,0.7469123482093054,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",25,0,-145.9781465680449,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,0,-109.46923818941352,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",20,0,-95.50849131945583,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,15,6.703251772629068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,0,-97.00276565728683,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.6235253948912}",25,0,-79.59461520070641,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.617290140942288}",25,0,0.7445743219775771,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.6111172395328651}",20,0,-82.12390982532332,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.6050060671375365}",25,0,-162.15174855853544,"{0: 14, 1: 4, 2: 2, 3: 3, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.5989560064661611}",25,0,-153.06608592463357,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",25,0,-191.05600129128834,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",30,0,-148.47653756898245,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",1
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",25,11,-67.90905098353218,"{0: 7, 1: 0, 2: 6, 3: 1, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",35,11,-138.9964414939158,"{0: 16, 1: 1, 2: 2, 3: 3, 4: 2}",1
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,1,-100.07647361262094,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 2}",1
57,False,"{'a': 0.5, 'e': 0.5639051904523876}",25,4,-2.498082191365516,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478638}",20,9,8.570763396629138,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.5, 'e': 0.5526834771623851}",30,0,-35.73696144511742,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.5471566423907612}",25,0,-36.348075216741,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.5416850759668536}",25,13,-9.299147494465934,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.536268225207185}",25,0,-22.382632851112888,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.5309055429551132}",25,1,1.60679560018517,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
64,False,"{'a': 0.5, 'e': 0.525596487525562}",20,0,-50.92362708539968,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.5203405226503064}",20,11,-28.30136512364753,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5151371174238033}",30,0,23.37025685918643,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.5099857462495653}",20,3,3.3729875817630086,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.5048858887870696}",20,0,-3.100500264875686,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.4998370298991989}",20,7,-27.051142591355454,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.49483865960020695}",35,0,-98.72781127753112,"{0: 27, 1: 2, 2: 3, 3: 1, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.4898902730042049}",30,20,-8.590127443852161,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.48499137027416284}",20,1,-29.727264501285457,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
73,False,"{'a': 0.5, 'e': 0.4801414565714212}",30,0,-84.20612855287497,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.475340042005707}",30,0,-93.29885079283606,"{0: 24, 1: 0, 2: 2, 3: 3, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.47058664158564995}",20,0,-27.671560854829867,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.4658807751697934}",25,0,14.590955471422786,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.4612219674180955}",20,0,-96.18546940963746,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.45660974774391455}",20,8,-3.387223369590701,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.4520436502664754}",25,16,-26.920733520150293,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
80,False,"{'a': 0.5, 'e': 0.44752321376381066}",20,5,-3.7336780273853027,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.44304798162617254}",20,0,-68.30389432632087,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.4386175018099108}",25,9,-43.20543510346038,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.4342313267918117}",30,2,16.899063000043807,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.4298890135238936}",20,0,-3.752253401192755,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.42559012338865465}",20,2,-59.693099209381025,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.4213342221547681}",25,0,-97.21977424216627,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.41712087993322045}",30,18,10.101028080452998,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41294967113388825}",25,3,-62.37371387814603,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254937}",25,0,-93.5112095405547,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.4047319726783239}",20,3,-10.445782894590685,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154065}",20,0,-4.808269838009114,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.39667780642202527}",25,0,-3.911910435828317,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.392711028357805}",25,0,-29.93205054879389,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.38878391807422696}",30,6,-33.18043528764941,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.3848960788934847}",25,2,-51.01843138455874,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454983}",20,10,-60.10427138659063,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350434}",25,13,4.656092423010453,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37346428045426927}",20,8,-43.015623293971274,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
99,False,"{'a': 0.5, 'e': 0.36972963764972655}",20,0,-3.663845114755575,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.36603234127322926}",20,3,-27.814851574335467,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.36237201786049694}",20,1,-84.67397719972988,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
102,False,"{'a': 0.5, 'e': 0.358748297681892}",30,19,-3.124425035401349,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.35516081470507305}",25,8,-8.321656876173591,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.3516092065580223}",25,0,-23.63674068075927,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.34809311449244207}",30,8,-22.539891215988522,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.34461218334751764}",25,8,15.998877991639613,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",25,10,-21.320103306904386,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",25,5,-69.53050712644678,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",25,9,15.743846465928563,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,0,10.59414714338842,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,13,4.909740109369541,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",25,9,14.993608809826789,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",20,0,5.552792587323077,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",30,18,-34.27142898029077,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",20,0,-38.51943334492823,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",30,19,-20.692158960216467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,6,-41.495248265407135,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.30545902592830454}",20,11,13.884689450978478,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.3024044356690215}",20,0,-1.6961570938818606,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.29938039131233124}",30,0,-13.805279063911339,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.2963865873992079}",30,17,11.22549430711628,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.29342272152521587}",30,14,-23.43276297507312,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2904884943099637}",25,10,-3.447216348113539,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.28758360936686406}",20,9,-23.174732049866826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
125,False,"{'a': 0.5, 'e': 0.2847077732731954}",30,19,-4.755306335876913,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.28186069554046345}",35,17,-76.2578253465871,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
127,False,"{'a': 0.5, 'e': 0.2790420885850588}",25,15,13.664934569976646,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.2762516676992082}",25,0,9.888403550761364,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.27348915102221616}",25,0,-55.80391405300175,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.270754259511994}",20,2,28.68362632294085,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.26804671691687404}",25,11,-3.6511058117694377,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.2653662497477053}",20,11,15.916789683253011,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502282}",20,0,-50.36778789765676,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.2600854613777259}",20,0,-70.4834487045077,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.2574846067639487}",20,9,19.421043565436715,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963092}",30,12,-8.444594698946217,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893461}",30,10,21.55111618620492,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.24983705645845267}",30,12,16.66859093815759,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386815}",20,10,-18.2050037026899,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492946}",30,16,24.10852208270752,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.24241664604458016}",20,6,-30.490635988302294,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.23999247958413436}",30,9,2.343462441009338,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",25,0,-46.31598243404991,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.2352166292404101}",30,5,-33.65455521189547,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",25,8,-24.678848964723837,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",20,0,-21.21657932927674,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",25,12,12.665471433545068,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",25,5,-13.30290963973132,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22368867397864742}",20,1,8.84744097487302,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886094}",20,8,-4.142897055785549,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.21923726936647234}",20,0,11.794791536554188,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.2170448966728076}",20,14,11.904154062485144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21487444770607952}",25,11,10.217397111326434,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21272570322901874}",20,11,16.292532958110645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672854}",30,22,15.11083766141127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476127}",25,8,-22.4245117537464,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.20640753711741366}",20,12,16.367814650803236,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20434346174623952}",25,0,30.936964979150662,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.20230002712877712}",30,13,-14.089138545317544,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.20027702685748935}",20,15,4.211143831294594,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891445}",20,3,-49.373438195845594,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.1962915140230253}",25,19,11.363870453951776,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279505}",25,12,-10.789210817105092,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.1923853128939671}",30,8,14.134859973143161,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19046145976502743}",25,8,1.2468695589887027,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.18855684516737714}",25,0,16.023865316262583,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",35,11,3.2385214299146075,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18480456394854633}",25,18,16.28386046133965,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906087}",20,6,-30.604751220447046,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597027}",20,3,-24.656619325908444,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471056}",20,0,7.04172985424252,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.17752252675876345}",25,10,18.119493418171352,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17574730149117582}",20,15,0.22507990944634204,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17398982847626407}",20,12,16.540480392399516,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17224993019150142}",30,16,20.60599096191978,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.1705274308895864}",25,0,22.570794576450897,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.16882215658069055}",30,18,5.838181099096655,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.16713393501488363}",20,0,8.168806173384844,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.16546259566473479}",25,0,-35.19473869997017,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.16380796970808745}",25,1,21.900222212726245,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100657}",20,9,11.291961495502946,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.1605481911108965}",20,0,-9.139607854385993,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.15894270919978754}",20,15,-12.976906584370628,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778965}",20,12,0.742974125396717,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
